id	lexeme	knows	uses	citation	profs	predicative	accusative	possessive	aorist	infinitive	causative	ulcase
10139	istibdat	y	y	istibdat	istibdattʃɯ	istibda:tɯm	istibda:tɯ	istibda:dɯm				l
1014	antlaşma	y	y	antɫaʃma	antɫaʃmadʒɯ	antɫaʃmajɯm	antɫaʃmajɯ	antɫaʃmam				l
10140	istical	y	y	istidʒal	istidʒaldʒi	istidʒa:lim	istidʒa:li	istidʒa:lim				l
10141	isticar	y	n	istidʒaɾ	istidʒaɾdʒɯ	istidʒa:ɾɯm	istidʒa:ɾɯ	istidʒa:ɾɯm				l
10142	isticvab	y	y	istitʃvap	istitʃvaptʃɯ	istitʃva:bɯm	istitʃva:bɯ	istitʃva:bɯm				l
10143	isticvap	y	y	istidʒvap	istidʒvaptʃɯ	istidʒva:bɯm	istidʒva:bɯ	istidʒva:bɯm				l
10144	istida	y	y	istida:	istida:dʒɯ	istida:jɯm	istida:jɯ	istidam				l
10145	istidad	y	y	istidat	istidattʃɯ	istida:dɯm	istida:dɯ	istida:dɯm				l
10146	istidat	y	y	istidat	istidattʃɯ	istida:dɯm	istida:dɯ	istida:dɯm				l
10147	istidlâl	y	y	istidlal	istidlaldʒi	istidla:lim	istidla:li	istidla:lim				l
10148	istidlal	y	y	istidlaɫ	istidlaɫdʒi	istidla:ɫim	istidla:ɫi	istidla:ɫim				l
10149	istif	y	y	istif	istiftʃi	istifim	istifi	istifim				l
1015	antoloji	y	y	antoɫoʒi	antoɫoʒidʒi	antoɫoʒijim	antoɫoʒiji	antoɫoʒim				l
10150	istifa	y	y	istifa:	istifa:dʒɯ	istifa:jɯm	istifa:jɯ	istifa:m				l
10151	istifade	y	y	istifa:de	istifa:dedʒi	istifa:dejim	istifa:deji	istifa:dem				l
10152	istifçi	y	y	istiftʃi	istiftʃi	istiftʃijim	istiftʃiji	istiftʃim				l
10153	istifham	y	y	istifham	istifhamdʒɯ	istifha:mɯm	istifha:mɯ	istifha:mɯm				l
10154	istiflemek	y	y	istifɫemek					istifɫeɾ		istifɫetiɾ	l
10155	istifrağ	y	y	istifɾa:	istifɾa:dʒɯ	istifɾaɯm	istifɾaɯ	istifɾaɯm				l
10156	istifraş	n	n									l
10157	istifsar	n	n									l
10158	istifta	n	n									l
10159	istiğfar	y	y	isti:faɾ	isti:faɾdʒɯ	isti:faɾɯm	isti:faɾɯ	isti:faɾɯm				l
1016	antomolog	n	n									l
10160	istiğlal	n	n									l
10161	istiğna	y	n	isti:na	isti:na:dʒɯ	isti:na:jɯm	isti:na:jɯ	isti:na:m				l
10162	istiğrab	n	n									l
10163	istiğrak	n	n									l
10164	istihale	y	y	istiha:ɫe	istiha:ɫedʒi	istiha:ɫejim	istiha:ɫeji	istiha:ɫem				l
10165	istihare	y	y	istiha:ɾe	istiha:ɾedʒi	istiha:ɾejim	istiha:ɾeji	istiha:ɾem				l
10166	istihbar	y	y	istihbaɾ	istihbaɾdʒɯ	istihba:ɾɯn	istihba:ɾɯ	istihba:ɾɯm				l
10167	istihdaf	n	n									l
10168	istihdam	y	y	istihdam	istihdamdʒɯ	istihda:mɯm	istihda:mɯ	istihda:mɯm				l
10169	istihfaf	y	y	istihfaf	istihfaftʃɯ	istihfa:fɯm	istihfa:fɯ	istihfa:fɯm				l
1017	antraks	n	n									l
10170	istihkâm	y	y	istihcam	istihcamdʒɯ	istihcamɯm	istihcamɯ	istihcamɯm				l
10171	istihkak	y	y	istihcac	istihcactʃɯ	istihca:cɯm	istihca:cɯ	istihca:cɯm				l
10172	istihkar	y	y	istihcaɾ	istihcaɾdʒɯ	istihca:ɾɯm	istihca:ɾɯ	istihca:ɾɯm				l
10173	istihlâf	n	n									l
10174	istihlâk	y	y	istihlak	istihlaktʃɯ	istihla:kɯm	istihla:kɯ	istihla:kɯm				l
10175	istihlâl	n	n									l
10176	istihlâs	n	n									l
10177	istihlak	y	y	istihlak	istihlaktʃi	istihla:kim	istihla:ki	istihla:kim				l
10178	istihmam	n	n									l
10179	istihrac	y	y	istihɾatʃ	istihɾatʃtʃɯ	istihɾa:dʒɯm	istihɾa:dʒɯ	istihɾa:dʒɯm				l
1018	antrakt	y	y	antɯɾakt	antɯɾakttʃɯ	antɯɾaktɯm	antɯɾaktɯ	antɯɾaktɯm				l
10180	istihraç	y	y	istihɾatʃ	istihɾatʃtʃɯ	istihɾa:dʒɯm	istihɾa:dʒɯ	istihɾa:dʒɯm				l
10181	istihsal	y	y	istihsal	istihsaldʒi	istihsa:l im	istihsa:l i	istihsa:l im				l
10182	istihsan	n	n									l
10183	istihza	y	y	istihza:	istihza:dʒɯ	istihza:jɯm	istihza:jɯ	istihza:m				l
10184	istihzar	n	n									l
10185	istika	n	n									l
10186	istikamet	y	y	istika:met	istika:mettʃi	istika:metim	istika:meti	istika:metim				l
10187	istikbal	y	y	istikbal	istikbaldʒi	istikba:lim	istikba:li	istikba:lim				l
10188	istiklâl	y	y	istiklal	istiklaldʒi	istikla:lim	istikla:li	istikla:lim				l
10189	istiklal	y	y	istiklal	istiklaldʒi	istikla:lim	istikla:li	istikla:lim				l
1019	antrasit	y	y	antɾasit	antɾasittʃi	antɾasitim	antɾasiti	antɾasitim				l
10190	istikmal	n	n									l
10191	istiknah	n	n									l
10192	istikra	n	n									l
10193	istikrah	y	y	istikɾah	istikɾahtʃɯ	istikɾa:hɯm	istikɾa:hɯ	istikɾa:hɯm				l
10194	istikrar	y	y	istikɾaɾ	istikɾaɾdʒɯ	istikɾa:ɾɯm	istikɾa:ɾɯ	istikɾa:ɾɯm				l
10195	istikraz	y	y	istikɾaz	istikɾazdʒɯ	istikɾazɯm	istikɾazɯ	istikɾazɯm				l
10196	istikşaf	n	n									l
10197	istiksar	n	n									l
10198	istila	y	y	istila:	istila:dʒɯ	istila:jɯm	istila:jɯ	istila:m				l
10199	istilâ	y	y	istila:	istila:dʒɯ	istila:jɯm	istila:jɯ	istila:m				l
102	açık	y	y	atʃɯk	atʃɯktʃɯ	atʃɯɯm	atʃɯɯ	atʃɯɯm				l
1020	antrdö	n	n									l
10200	istilâm	n	n									l
10201	istilyoz	n	n									l
10202	istilzam	y	n	istiɫzam	istiɫzamdʒɯ	istiɫza:mɯm	istiɫza:mɯ	istiɫza:mɯm				l
10203	istim	y	y	istim	istimdʒi	istimim	istimi	istimim				l
10204	istima	n	n									l
10205	istimal	y	y	istimal	istima:ldʒi	istima:lim	istima:li	istima:lim				l
10206	istiman	n	n									l
10207	istimar	y	y	istismaɾ	istismaɾdʒɯ	istisma:ɾɯm	istisma:ɾɯ	istisma:ɾɯm				l
10208	istimara	n	n									l
10209	istimbat	n	n									l
1021	antre	y	y	antɾe	antɾedʒi	antɾejim	antɾeji	antɾem				l
10210	istimbot	y	n	istimbot	istimbottʃu	istimbotum	istimbotu	istimbotum				l
10211	istimdad	y	y	istimdat	istimdattʃɯ	istimda:dɯm	istimda:dɯ	istimda:dɯm				l
10212	istimdat	y	y	istimdat	istimdattʃɯ	istimda:dɯm	istimda:dɯ	istimda:dɯm				l
10213	istimhal	n	n									l
10214	istimlâk	y	y	istimlak	istimlaktʃi	istimlakim	istimlaki	istimlakim				l
10215	istimlak	y	y	istimlak	istimlaktʃi	istimla:kim	istimla:ki	istimla:kim				l
10216	istimna	n	n									l
10217	istimrar	n	n									l
10218	istimzaç	y	y	istimzatʃ	istimzatʃtʃɯ	istimza:dʒɯm	istimza:dʒɯ	istimza:dʒɯm				l
10219	istinabe	y	y	istina:be	istina:bedʒi	istina:bejim	istina:beji	istina:bem				l
1022	antrenman	y	y	antɾenman	antɾenmandʒɯ	antɾenmanɯm	antɾenmanɯ	antɾenmanɯm				l
10220	istinad	y	y	istinat	istinattʃɯ	istina:dɯm	istina:dɯ	istina:dɯm				l
10221	istinaden	y	y	istina:den	istina:dendʒi	istina:denim	istina:deni	istina:denim				l
10222	istinaf	y	y	istinaf	istinaftʃɯ	istina:fɯm	istina:fɯ	istina:fɯm				l
10223	istinare	n	n									l
10224	istinas	n	n									l
10225	istinat	y	y	istinat	istinattʃɯ	istina:dɯm	istina:dɯ	istina:dɯm				l
10226	istinbat	n	n									l
10227	istinga	n	n									l
10228	istinkâf	y	y	istincaf	istincaftʃɯ	istinca:fɯm	istinca:fɯ	istinca:fɯm				l
10229	istinsah	n	n									l
1023	antrenör	y	y	antɯɾenøɾ	antɯɾenøɾdʒy	antɯɾenøɾym	antɯɾenøɾy	antɯɾenøɾym				l
10230	istintac	y	y	istintatʃ	istintatʃtʃɯ	istinta:dʒɯm	istinta:dʒɯ	istinta:dʒɯm				l
10231	istintaç	n	n									l
10232	istintak	y	y	istintak	istintaktʃɯ	istinta:kɯm	istinta:kɯ	istinta:kɯm				l
10233	istirahat	y	y	istiɾa:hat	istiɾa:hattʃɯ	istiɾa:hatɯm	istiɾa:hatɯ	istiɾa:hatɯm				l
10234	istirdad	y	y	istiɾdat	istiɾdattʃɯ	istiɾda:dɯm	istiɾda:dɯ	istiɾda:dɯm				l
10235	istirdat	y	y	istiɾdat	istiɾdattʃɯ	istiɾda:dɯm	istiɾda:dɯ	istiɾda:dɯm				l
10236	istirham	y	y	istiɾham	istiɾhamdʒɯ	istiɾha:mɯm	istiɾha:mɯ	istiɾha:mɯm				l
10237	istiridye	y	y	istiɾidje	istiɾidjedʒi	istiɾidjejim	istiɾidjeji	istiɾidjem				l
10238	istirkâb	n	n									l
10239	istişare	y	y	istiʃa:ɾe	istiʃa:ɾedʒi	istiʃa:ɾejim	istiʃa:ɾeji	istiʃa:ɾem				l
1024	antrepo	y	y	antɯɾepo	antɯɾepodʒu	antɯɾepojum	antɯɾepoju	antɯɾepom				l
10240	istişhad	n	n									l
10241	istişmam	n	n									l
10242	istisal	n	n									l
10243	istisgar	n	n									l
10244	istiska	y	y	istiskal	istiskaldʒi	istiska:lim	istiska:li	istiska:lim				l
10245	istiskal	y	y	istiskal	istiska:ldʒi	istiska:lim	istiska:li	istiska:lim				l
10246	istismar	y	y	istismaɾ	istismaɾdʒɯ	istisma:ɾɯm	istisma:ɾɯ	istisma:ɾɯm				l
10247	istisna	y	y	istisna:	istisna:dʒɯ	istisna:jɯm	istisna:jɯ	istisna:m				l
10248	istitaat	n	n									l
10249	istitale	n	n									l
1025	antropo-	n	n									l
10250	istitrad	n	n									l
10251	istitrat	n	n									l
10252	istiva	n	n									l
10253	istizah	y	y	istizah	istizahtʃɯ	istiza:hɯm	istiza:hɯ	istiza:hɯm				l
10254	istizan	y	y	istizan	istizandʒɯ	istizanɯm	istizanɯ	istizanɯm				l
10255	istizmac	n	n									l
10256	istofa	n	n									l
10257	istok	y	y	stok	stoktʃu	stokum	stoku	stokum				l
10258	istop	y	y	stop	stoptʃu	stopum	stopu	stopum				l
10259	istor	y	y	sɯtoɾ	sɯtoɾdʒu	sɯtoɾum	sɯtoɾu	sɯtoɾum				l
1026	anüs	y	y	anys	anystʃy	anysym	anysy	anysym				l
10260	istralya	n	n									l
10261	istromaça	y	y	ustuɾmatʃa	ustuɾmatʃadʒɯ	ustuɾmatʃajɯm	ustuɾmatʃajɯ	ustuɾmatʃam				l
10262	istrongilos	y	y	istɾongiɫos	istɾongiɫostʃu	istɾongiɫosum	istɾongiɫosu	istɾongiɫosum				l
10263	isyan	y	y	isjan	isjandʒɯ	isja:nɯm	isjanɯ ~ isja:nɯ	isja:nɯm				l
10265	itab	n	n									l
10266	ita	y	y	ita:	ita:dʒɯ	ita:jɯm	ita:jɯ	ita:m				l
10267	itaat	y	y	itaat	itaattʃi	itaatim	itaati	itaatim				l
10268	itab	n	n									l
10269	italik	y	n	itaɫik	itaɫiktʃi	itaɫikim	itaɫiki	itaɫiim				l
1027	anud	y	y	anut	anuttʃu	anudum	anudu	anudum				l
10270	itap	n	n									l
10271	itboğan	n	n									l
10272	itburnu	n	n									l
10273	itdirseği	n	n									l
10274	iteklemek	y	y	itekɫemek					itekɫeɾ		itekɫetiɾ	l
10275	iterbiyum	y	y	iteɾbijum	iteɾbijumdʒu	iteɾbijumum	iteɾbijumu	iteɾbijumum				l
10276	itfa	y	y	itfa:	itfa:dʒɯ	itfa:jɯm	itfa:jɯ	itfa:m				l
10277	ithaf	y	y	ithaf	ithaftʃɯ	itha:fɯm	itha:fɯ	itha:fɯm				l
10278	ithal	y	y	ithal	ithaldʒi	itha:lim	itha:li	itha:lim				l
10279	itham	y	y	itham	ithamdʒɯ	itha:mɯm	itha:mɯ	ithamɯm				l
1028	anut	y	y	anut	anuttʃu	anutum	anutu	anutum				l
10280	ithıyarı	n	n									l
10281	ithiyarı	y	y	ihtija:ɾi:	ihtija:ɾi:dʒi	ihtija:ɾi:jim	ihtija:ɾi:ji	ihtija:ɾim				l
10282	itibar	y	y	i:tibaɾ	i:tibaɾdʒɯ	i:tiba:ɾɯm	i:tiba:ɾɯ	i:tiba:ɾɯm				l
10283	itibaren	y	y	itiba:ɾen	itiba:ɾendʒi	itiba:ɾenim	itiba:ɾeni	itiba:ɾenim				l
10284	itici	y	y	itidʒi	itidʒi	itidʒijim	itidʒiji	itidʒim				l
10285	itidal	y	y	itidal	itidaldʒi	itidalim	itidali	itidalim				l
10286	itikâ	n	n									l
10287	itikâf	n	n									l
10288	itikâl	n	n									l
10289	itikad	y	y	i:tikad	i:tikattʃɯ	i:tika:dɯm	i:tika:dɯ	i:tika:dɯm				l
1029	anyon	n	n									l
10290	itila	y	y	i:tila:	i:tila:dʒɯ	i:tila:jɯm	i:tila:jɯ	i:tila:m				l
10291	itilâ	y	y	itila:	itila:dʒɯ	itila:jɯm	itila:jɯ	itila:m				l
10292	itilâf	y	y	itilaf	itilaftʃɯ	itila:fɯm	itila:fɯ	itila:fɯm				l
10293	itilaf	y	y	i:tilaf	i:tilaftʃɯ	i:tila:fɯm	i:tila:fɯ	i:tila:fɯm				l
10294	itilim	y	n	itiɫim	itiɫimdʒi	itiɫimim	itiɫimi	itiɫimim				l
10295	itimad	y	y	i:timat	i:timattʃɯ	i:tima:dɯm	i:tima:dɯ	i:tima:dɯm				l
10296	itimat	y	y	i:timat	i:timattʃɯ	i:tima:dɯm	i:timadɯ	i:tima:dɯm				l
10297	itina	y	y	itina:	itina:dʒɯ	itina:jɯm	itina:jɯ	itina:m				l
10298	itiraf	y	y	i:tiɾaf	i:tiɾaftʃɯ	i:tiɾa:fɯm	i:tiɾa:fɯ	i:tiɾa:fɯm				l
10299	itiraz	y	y	i:tiɾaz	i:tiɾazdʒɯ	i:tiɾa:zɯm	i:tiɾa:zɯ	i:tiɾa:zɯm				l
103	açıkağız	y	y	atʃɯkaɯz	atʃɯkaɯzdʒɯ	atʃɯkaɯzɯm	atʃɯkaɯzɯ	atʃɯkaɯzɯm				l
1030	anzarot	y	y	anzaɾot	anzaɾottʃu	anzaɾotum	anzaɾotu	anzaɾotum				l
10300	itişli	y	y	itiʃɫi		itiʃɫijim	itiʃɫiji	itiʃɫim				l
10301	itişmek	y	y	itiʃmek					itiʃiɾ		itiʃtiɾiɾ	l
10302	itisaf	n	n									l
10303	itiyad	y	y	iti:jat	iti:jattʃɯ	iti:ja:dɯm	iti:ja:dɯ	iti:ja:dɯm				l
10304	itiyat	y	y	itijat	itijattʃɯ	itija:dɯm	itija:dɯ	itija:dɯm				l
10305	itizal	n	n									l
10306	itizar	y	y	i:tizaɾ	i:tizaɾdʒɯ	i:tiza:ɾɯm	i:tiza:ɾɯ	i:tiza:ɾɯm				l
10307	itki	n	n									l
10308	itlâf	y	y	itlaf	itlaftʃɯ	itla:fɯm	itla:fɯ	itla:fɯm				l
10309	itlaf	y	y	itlaf		itla:fɯm	itla:fɯ	itlaftʃɯ				l
1031	aort	y	y	aoɾt	aoɾttʃu	aoɾtum	aoɾtu	aoɾtum				l
10310	itlik	y	y	itɫik	itɫiktʃi	itɫiim	itɫii	itɫiim				l
10311	itmam	y	y	itmam	itmamdʒɯ	itma:mɯm	itma:mɯ	itma:mɯm				l
10312	itmek	y	y	itmek					iteɾ		ittiɾiɾ	l
10313	itminan	n	n									l
10314	itriyum	y	n	itɾijum	itɾijumdʒu	itɾijumum	itɾijumu	itɾijumum				l
10315	ittırad	n	n									l
10316	ittırat	n	n									l
10317	ittiba	y	y	ittiba:	ittiba:dʒɯ	ittiba:jɯm	ittiba:jɯ	ittiba:m				l
10318	ittifak	y	y	ittifak	ittifaktʃɯ	ittifaɯm	ittifaɯ	ittifaɯm				l
